SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
4464-10	SL001753	Q9BZZ2	Sialoadhesin	Sialoadhesin	6614	SIGLEC1	Q9BZZ2	SIGLEC1	6614	SIGLEC1	HGNC:11127	SIGLEC1	ENSG00000088827	SIGLEC1	protein_coding	20	3667617	3687775	-	3686970	3712600	-
4467-49	SL005488	Q14515	SPARCL1	SPARC-like protein 1	8404	SPARCL1	Q14515	SPARCL1	8404	SPARCL1	HGNC:11220	SPARCL1	ENSG00000152583	SPARCL1	protein_coding	4	88394488	88450655	-	87473335	87531061	-
4468-21	SL014029	Q9NRA0	SPHK2	Sphingosine kinase 2	56848	SPHK2	Q9NRA0	SPHK2	56848	SPHK2	HGNC:18859	SPHK2	ENSG00000063176	SPHK2	protein_coding	19	49122548	49133974	+	48619291	48630717	+
4469-78	SL007502	Q7LFX5	ST4S6	Carbohydrate sulfotransferase 15	51363	CHST15	Q7LFX5	CHST15	51363	CHST15	HGNC:18137	CHST15	ENSG00000182022	CHST15	protein_coding	10	125767182	125853123	-	124007668	124093598	-
4471-50	SL008945	Q08188	TGM3	Protein-glutamine gamma-glutamyltransferase E	7053	TGM3	Q08188	TGM3	7053	TGM3	HGNC:11779	TGM3	ENSG00000125780	TGM3	protein_coding	20	2276613	2321725	+	2207328	2341079	+
4472-5	SL004908	P07951	Tropomyosin 2	Tropomyosin beta chain	7169	TPM2	P07951	TPM2	7169	TPM2	HGNC:12011	TPM2	ENSG00000198467	TPM2	protein_coding	9	35681990	35690053	-	35681992	35690056	-
4474-19	SL004070	P62979	Ubiquitin	Ubiquitin	6233	RPS27A	P62979	RPS27A	6233	RPS27A	HGNC:10417	RPS27A	ENSG00000143947	RPS27A	protein_coding	2	55459039	55462989	+	55231903	55235853	+
4476-22	SL010519	P43403	ZAP70	Tyrosine-protein kinase ZAP-70	7535	ZAP70	P43403	ZAP70	7535	ZAP70	HGNC:12858	ZAP70	ENSG00000115085	ZAP70	protein_coding	2	98330031	98356323	+	97713576	97739862	+
4479-14	SL000308	P05155	C1-Esterase Inhibitor	Plasma protease C1 inhibitor	710	SERPING1	P05155	SERPING1	710	SERPING1	HGNC:1228	SERPING1	ENSG00000149131	SERPING1	protein_coding	11	57365027	57382326	+	57597387	57619171	+
4480-59	SL000314	P01024	C3b	Complement C3b	718	C3	P01024	C3	718	C3	HGNC:1318	C3	ENSG00000125730	C3	protein_coding	19	6677846	6720662	-	6677704	6730562	-
4481-34	SL000316	P0C0L4	C4	Complement C4	721	C4B	NA	C4A	720	C4A	HGNC:1323	C4A	ENSG00000244731	C4A	protein_coding	6	31950495	31985206	+	31982057	32002681	+
4481-34	SL000316	P0C0L5	C4	Complement C4	721	C4B	NA	C4B_2	721	C4B	HGNC:1324	C4B_2	ENSG00000224389	C4B_2	protein_coding	6	NA	NA	NA	32014795	32035418	+
4482-66	SL000321	P01031	C5b, 6 Complex	Complement C5b-C6 complex	729	C6	NA	C5	727	C5	HGNC:1331	C5	ENSG00000106804	C5	protein_coding	9	123714614	123812554	-	120932987	121075195	-
4482-66	SL000321	P13671	C5b, 6 Complex	Complement C5b-C6 complex	729	C6	NA	C6	729	C6	HGNC:1339	C6	ENSG00000039537	C6	protein_coding	5	41142248	41261540	-	41142116	41261438	-
4487-1	SL001691	P21781	FGF7	Fibroblast growth factor 7	2252	FGF7	P21781	FGF7	2252	FGF7	HGNC:3685	FGF7	ENSG00000140285	FGF7	protein_coding	15	49715375	49779523	+	49423237	49488775	+
4491-4	SL005188	Q01344	IL-5 Ra	Interleukin-5 receptor subunit alpha	3568	IL5RA	Q01344	IL5RA	3568	IL5RA	HGNC:6017	IL5RA	ENSG00000091181	IL5RA	protein_coding	3	3108008	3152058	-	3066324	3126613	-
4493-92	SL000470	P20809	IL-11	Interleukin-11	3589	IL11	P20809	IL11	3589	IL11	HGNC:5966	IL11	ENSG00000095752	IL11	protein_coding	19	55875750	55881831	-	55364382	55370463	-
4496-60	SL000522	P39900	MMP-12	Macrophage metalloelastase	4321	MMP12	P39900	MMP12	4321	MMP12	HGNC:7158	MMP12	ENSG00000262406	MMP12	protein_coding	11	102733464	102745764	-	102862736	102874982	-
4498-62	SL003764	P13591	NCAM-120	Neural cell adhesion molecule 1, 120 kDa isoform	4684	NCAM1	P13591	NCAM1	4684	NCAM1	HGNC:7656	NCAM1	ENSG00000149294	NCAM1	protein_coding	11	112831969	113149158	+	112961275	113278436	+
4499-21	SL000535	P04085	PDGF-AA	Platelet-derived growth factor subunit A	5154	PDGFA	P04085	PDGFA	5154	PDGFA	HGNC:8799	PDGFA	ENSG00000197461	PDGFA	protein_coding	7	536897	559481	-	497258	520296	-
4500-50	SL004363	Q9Y240	SCGF-alpha	Stem cell growth factor-alpha	6320	CLEC11A	Q9Y240	CLEC11A	6320	CLEC11A	HGNC:10576	CLEC11A	ENSG00000105472	CLEC11A	protein_coding	19	51226605	51228981	+	50723364	50725708	+
4533-76	SL012740	Q8TE58	ATS15	A disintegrin and metalloproteinase with thrombospondin motifs 15	170689	ADAMTS15	Q8TE58	ADAMTS15	170689	ADAMTS15	HGNC:16305	ADAMTS15	ENSG00000166106	ADAMTS15	protein_coding	11	130318869	130346539	+	130448645	130476645	+
4534-10	SL012822	Q9GZN4	BSSP4	Brain-specific serine protease 4	64063	PRSS22	Q9GZN4	PRSS22	64063	PRSS22	HGNC:14368	PRSS22	ENSG00000005001	PRSS22	protein_coding	16	2902728	2908171	-	2852730	2858170	-
4535-50	SL008644	Q10588	BST1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	683	BST1	Q10588	BST1	683	BST1	HGNC:1118	BST1	ENSG00000109743	BST1	protein_coding	4	15704573	15733796	+	15703065	15738313	+
4540-11	SL009768	P45973	CBX5	Chromobox protein homolog 5	23468	CBX5	P45973	CBX5	23468	CBX5	HGNC:1555	CBX5	ENSG00000094916	CBX5	protein_coding	12	54624731	54673915	-	54230942	54280133	-
4541-49	SL014092	Q4KMG0	CDON	Cell adhesion molecule-related/down-regulated by oncogenes	50937	CDON	Q4KMG0	CDON	50937	CDON	HGNC:17104	CDON	ENSG00000064309	CDON	protein_coding	11	125826713	125933187	-	125955796	126063335	-
4542-24	SL001896	P10909	Clusterin	Clusterin	1191	CLU	P10909	CLU	1191	CLU	HGNC:2095	CLU	ENSG00000120885	CLU	protein_coding	8	27454434	27472328	-	27596917	27614700	-
4543-65	SL014048	Q86Y22	CONA1	Collagen alpha-1(XXIII) chain	91522	COL23A1	Q86Y22	COL23A1	91522	COL23A1	HGNC:22990	COL23A1	ENSG00000050767	COL23A1	protein_coding	5	177664617	178017556	-	178237476	178590393	-
4544-4	SL004708	P02775	CTAP-III	Connective tissue-activating peptide III	5473	PPBP	P02775	PPBP	5473	PPBP	HGNC:9240	PPBP	ENSG00000163736	PPBP	protein_coding	4	74852156	74853907	-	73981074	73988190	-
4545-53	SL006197	Q96DA6	DnaJ homolog	Mitochondrial import inner membrane translocase subunit TIM14	131118	DNAJC19	Q96DA6	DNAJC19	131118	DNAJC19	HGNC:30528	DNAJC19	ENSG00000205981	DNAJC19	protein_coding	3	180701498	180707562	-	180983697	180989774	-
4546-27	SL008822	Q9UHX3	EMR2	Adhesion G protein-coupled receptor E2	30817	ADGRE2	Q9UHX3	ADGRE2	30817	ADGRE2	HGNC:3337	ADGRE2	ENSG00000127507	ADGRE2	protein_coding	19	14843509	14889353	-	14732392	14778560	-
4547-59	SL014071	Q9NZU1	FLRT1	Leucine-rich repeat transmembrane protein FLRT1	23769	FLRT1	Q9NZU1	FLRT1	23769	FLRT1	HGNC:3760	FLRT1	ENSG00000126500	FLRT1	protein_coding	11	63871362	63886645	+	64035931	64119173	+
4548-4	SL005575	P21217	Fucosyltransferase 3	Galactoside 3(4)-L-fucosyltransferase	2525	FUT3	P21217	FUT3	2525	FUT3	HGNC:4014	FUT3	ENSG00000171124	FUT3	protein_coding	19	5842899	5851485	-	5842888	5851471	-
4549-78	SL014008	Q11128	FUT5	Alpha-(1,3)-fucosyltransferase 5	2527	FUT5	Q11128	FUT5	2527	FUT5	HGNC:4016	FUT5	ENSG00000130383	FUT5	protein_coding	19	5865837	5904024	-	5865826	5903787	-
4551-72	SL014094	Q8IZF4	GP114	Adhesion G-protein coupled receptor G5	221188	ADGRG5	Q8IZF4	ADGRG5	221188	ADGRG5	HGNC:19010	ADGRG5	ENSG00000159618	ADGRG5	protein_coding	16	57576567	57611100	+	57542643	57591681	+
4553-65	SL014009	Q7Z4V5	HDGR2	Hepatoma-derived growth factor-related protein 2	84717	HDGFL2	Q7Z4V5	HDGFL2	84717	HDGFL2	HGNC:14680	HDGFL2	ENSG00000167674	HDGFL2	protein_coding	19	4472255	4502222	+	4472297	4502208	+
4556-10	SL013548	Q6ZMJ4	IL-34	Interleukin-34	146433	IL34	Q6ZMJ4	IL34	146433	IL34	HGNC:28529	IL34	ENSG00000157368	IL34	protein_coding	16	70613798	70694585	+	70579895	70660682	+
4557-61	SL014111	Q8IZU9	KIRR3	Kin of IRRE-like protein 3	84623	KIRREL3	Q8IZU9	KIRREL3	84623	KIRREL3	HGNC:23204	KIRREL3	ENSG00000149571	KIRREL3	protein_coding	11	126293396	126873355	-	126423358	127003460	-
4559-64	SL013969	Q16719	KYNU	Kynureninase	8942	KYNU	Q16719	KYNU	8942	KYNU	HGNC:6469	KYNU	ENSG00000115919	KYNU	protein_coding	2	143635195	143799885	+	142877657	143055833	+
4560-34	SL006916	P06239	LCK	Tyrosine-protein kinase Lck	3932	LCK	P06239	LCK	3932	LCK	HGNC:6524	LCK	ENSG00000182866	LCK	protein_coding	1	32716840	32751766	+	32251244	32286165	+
4562-1	SL012457	P58417	NXPH1	Neurexophilin-1	30010	NXPH1	P58417	NXPH1	30010	NXPH1	HGNC:20693	NXPH1	ENSG00000122584	NXPH1	protein_coding	7	8473585	8792593	+	8433609	8752961	+
4563-61	SL012108	P19174	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	5335	PLCG1	P19174	PLCG1	5335	PLCG1	HGNC:9065	PLCG1	ENSG00000124181	PLCG1	protein_coding	20	39766161	39804357	+	41136960	41182989	+
4564-2	SL006406	O60486	PLXC1	Plexin-C1	10154	PLXNC1	O60486	PLXNC1	10154	PLXNC1	HGNC:9106	PLXNC1	ENSG00000136040	PLXNC1	protein_coding	12	94542499	94701451	+	94148577	94307675	+
4566-24	SL013989	Q6UXX9	RSPO2	R-spondin-2	340419	RSPO2	Q6UXX9	RSPO2	340419	RSPO2	HGNC:28583	RSPO2	ENSG00000147655	RSPO2	protein_coding	8	108911544	109095913	-	107899316	108083642	-
4567-82	SL014468	O60880	SH21A	SH2 domain-containing protein 1A	4068	SH2D1A	O60880	SH2D1A	4068	SH2D1A	HGNC:10820	SH2D1A	ENSG00000183918	SH2D1A	protein_coding	X	123480132	123507010	+	124227868	124373197	+
4568-17	SL014070	O94991	SLIK5	SLIT and NTRK-like protein 5	26050	SLITRK5	O94991	SLITRK5	26050	SLITRK5	HGNC:20295	SLITRK5	ENSG00000165300	SLITRK5	protein_coding	13	88324870	88331870	+	87671371	87696272	+
4569-52	SL014091	Q96PQ0	SORC2	VPS10 domain-containing receptor SorCS2	57537	SORCS2	Q96PQ0	SORCS2	57537	SORCS2	HGNC:16698	SORCS2	ENSG00000184985	SORCS2	protein_coding	4	7194374	7744564	+	7192538	7742827	+
4588-1	SL011499	P01298	PH	Pancreatic hormone	5539	PPY	P01298	PPY	5539	PPY	HGNC:9327	PPY	ENSG00000108849	PPY	protein_coding	17	42018172	42019833	-	43940804	43942476	-
4594-22	SL011498	P18509	PACAP-38	Pituitary adenylate cyclase-activating polypeptide 38	116	ADCYAP1	P18509	ADCYAP1	116	ADCYAP1	HGNC:241	ADCYAP1	ENSG00000141433	ADCYAP1	protein_coding	18	904944	912173	+	904871	912172	+
4673-13	SL000087	P05231	IL-6	Interleukin-6	3569	IL6	P05231	IL6	3569	IL6	HGNC:6018	IL6	ENSG00000136244	IL6	protein_coding	7	22766766	22771621	+	22725884	22732002	+
4693-72	SL008085	P31937	3HIDH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	11112	HIBADH	P31937	HIBADH	11112	HIBADH	HGNC:4907	HIBADH	ENSG00000106049	HIBADH	protein_coding	7	27565059	27702620	-	27525442	27662883	-
4696-2	SL001774	P05413	FABP	Fatty acid-binding protein, heart	2170	FABP3	P05413	FABP3	2170	FABP3	HGNC:3557	FABP3	ENSG00000121769	FABP3	protein_coding	1	31838100	31845923	-	31365253	31376850	-
4697-59	SL001726	P04141	GM-CSF	Granulocyte-macrophage colony-stimulating factor	1437	CSF2	P04141	CSF2	1437	CSF2	HGNC:2434	CSF2	ENSG00000164400	CSF2	protein_coding	5	131409485	131411863	+	132073789	132076170	+
4703-87	SL000597	P01374	TNF-b	Lymphotoxin-alpha	4049	LTA	P01374	LTA	4049	LTA	HGNC:6709	LTA	ENSG00000226979	LTA	protein_coding	6	31539876	31542100	+	31572054	31574324	+
4706-17	SL010830	P11171	41	Protein 4.1	2035	EPB41	P11171	EPB41	2035	EPB41	HGNC:3377	EPB41	ENSG00000159023	EPB41	protein_coding	1	29213603	29446558	+	28887091	29120046	+
4707-50	SL005796	Q04917	14-3-3 eta	14-3-3 protein eta	7533	YWHAH	Q04917	YWHAH	7533	YWHAH	HGNC:12853	YWHAH	ENSG00000128245	YWHAH	protein_coding	22	32340479	32353590	+	31944522	31957603	+
4708-3	SL004253	P14061	17-beta-HSD 1	Estradiol 17-beta-dehydrogenase 1	3292	HSD17B1	P14061	HSD17B1	3292	HSD17B1	HGNC:5210	HSD17B1	ENSG00000108786	HSD17B1	protein_coding	17	40703984	40707232	+	42552922	42555214	+
4712-28	SL005361	P05090	Apo D	Apolipoprotein D	347	APOD	P05090	APOD	347	APOD	HGNC:612	APOD	ENSG00000189058	APOD	protein_coding	3	195295573	195311076	-	195568705	195584033	-
4717-55	SL000479	P08700	IL-3	Interleukin-3	3562	IL3	P08700	IL3	3562	IL3	HGNC:6011	IL3	ENSG00000164399	IL3	protein_coding	5	131396347	131398896	+	132060655	132063204	+
4718-5	SL007869	P23284	PPIB	Peptidyl-prolyl cis-trans isomerase B	5479	PPIB	P23284	PPIB	5479	PPIB	HGNC:9255	PPIB	ENSG00000166794	PPIB	protein_coding	15	64448014	64455354	-	64155740	64163134	-
4719-58	SL003524	P30101	Protein disulfide isomerase A3	Protein disulfide-isomerase A3	2923	PDIA3	P30101	PDIA3	2923	PDIA3	HGNC:4606	PDIA3	ENSG00000167004	PDIA3	protein_coding	15	44038590	44064804	+	43746394	43773279	+
4721-54	SL006119	Q07654	TFF3	Trefoil factor 3	7033	TFF3	Q07654	TFF3	7033	TFF3	HGNC:11757	TFF3	ENSG00000160180	TFF3	protein_coding	21	43731777	43735706	-	42311667	42315409	-
4763-31	SL004742	P43652	Afamin	Afamin	173	AFM	P43652	AFM	173	AFM	HGNC:316	AFM	ENSG00000079557	AFM	protein_coding	4	74347462	74369718	+	73481745	73504001	+
4769-10	SL008590	Q6UX06	Olfactomedin-4	Olfactomedin-4	10562	OLFM4	Q6UX06	OLFM4	10562	OLFM4	HGNC:17190	OLFM4	ENSG00000102837	OLFM4	protein_coding	13	53602876	53626196	+	53028813	53052057	+
4771-10	SL012754	Q92484	ASM3A	Acid sphingomyelinase-like phosphodiesterase 3a	10924	SMPDL3A	Q92484	SMPDL3A	10924	SMPDL3A	HGNC:17389	SMPDL3A	ENSG00000172594	SMPDL3A	protein_coding	6	123109971	123130864	+	122789049	122809720	+
4775-34	SL005572	P06396	Gelsolin	Gelsolin	2934	GSN	P06396	GSN	2934	GSN	HGNC:4620	GSN	ENSG00000148180	GSN	protein_coding	9	123963761	124095120	+	121207794	121332843	+
4785-30	SL000347	P08185	CBG	Corticosteroid-binding globulin	866	SERPINA6	P08185	SERPINA6	866	SERPINA6	HGNC:1540	SERPINA6	ENSG00000170099	SERPINA6	protein_coding	14	94770585	94789688	-	94304248	94323389	-
4801-13	SL007153	P22079	PERL	Lactoperoxidase	4025	LPO	P22079	LPO	4025	LPO	HGNC:6678	LPO	ENSG00000167419	LPO	protein_coding	17	56315787	56345879	+	58218548	58268518	+
4807-13	SL008072	P27658	CO8A1	Collagen alpha-1(VIII) chain	1295	COL8A1	P27658	COL8A1	1295	COL8A1	HGNC:2215	COL8A1	ENSG00000144810	COL8A1	protein_coding	3	99357440	99515577	+	99638475	99799226	+
4811-33	SL004739	Q14624	ITI heavy chain H4	Inter-alpha-trypsin inhibitor heavy chain H4	3700	ITIH4	Q14624	ITIH4	3700	ITIH4	HGNC:6169	ITIH4	ENSG00000055955	ITIH4	protein_coding	3	52847006	52864717	-	52812962	52835729	-
4815-25	SL016128	O95881	TXD12	Thioredoxin domain-containing protein 12	51060	TXNDC12	O95881	TXNDC12	51060	TXNDC12	HGNC:24626	TXNDC12	ENSG00000117862	TXNDC12	protein_coding	1	52485804	52521843	-	52020131	52055772	-
4829-43	SL001737	P31947	STRATIFIN	14-3-3 protein sigma	2810	SFN	P31947	SFN	2810	SFN	HGNC:10773	SFN	ENSG00000175793	SFN	protein_coding	1	27189633	27190947	+	26863149	26864456	+
4831-4	SL002823	P14151	sL-Selectin	L-Selectin	6402	SELL	P14151	SELL	6402	SELL	HGNC:10720	SELL	ENSG00000188404	SELL	protein_coding	1	169659806	169680843	-	169690665	169711702	-
4832-75	SL004156	O00220	TRAIL R1	Tumor necrosis factor receptor superfamily member 10A	8797	TNFRSF10A	O00220	TNFRSF10A	8797	TNFRSF10A	HGNC:11904	TNFRSF10A	ENSG00000104689	TNFRSF10A	protein_coding	8	23048970	23082680	-	23190452	23225102	-
4834-61	SL002654	P29317	Epithelial cell kinase	Ephrin type-A receptor 2	1969	EPHA2	P29317	EPHA2	1969	EPHA2	HGNC:3386	EPHA2	ENSG00000142627	EPHA2	protein_coding	1	16450832	16482582	-	16124337	16156069	-
4840-73	SL001729	P09919	G-CSF	Granulocyte colony-stimulating factor	1440	CSF3	P09919	CSF3	1440	CSF3	HGNC:2438	CSF3	ENSG00000108342	CSF3	protein_coding	17	38171614	38174066	+	40015361	40017813	+
4842-62	SL000070	P51654	Glypican 3	Glypican-3	2719	GPC3	P51654	GPC3	2719	GPC3	HGNC:4451	GPC3	ENSG00000147257	GPC3	protein_coding	X	132669776	133119673	-	133535745	133987100	-
4851-25	SL000125	P01583	IL-1a	Interleukin-1 alpha	3552	IL1A	P01583	IL1A	3552	IL1A	HGNC:5991	IL1A	ENSG00000115008	IL1A	protein_coding	2	113531492	113542971	-	112773925	112784493	-
4859-6	SL004080	P36894	BMPR1A	Bone morphogenetic protein receptor type-1A	657	BMPR1A	P36894	BMPR1A	657	BMPR1A	HGNC:1076	BMPR1A	ENSG00000107779	BMPR1A	protein_coding	10	88516396	88684945	+	86755786	86932825	+
4862-63	SL004133	Q13873	BMP RII	Bone morphogenetic protein receptor type-2	659	BMPR2	Q13873	BMPR2	659	BMPR2	HGNC:1078	BMPR2	ENSG00000204217	BMPR2	protein_coding	2	203241050	203432474	+	202376327	202567751	+
4866-59	SL004160	Q16620	TrkB	BDNF/NT-3 growth factors receptor	4915	NTRK2	Q16620	NTRK2	4915	NTRK2	HGNC:8032	NTRK2	ENSG00000148053	NTRK2	protein_coding	9	87283466	87638505	+	84668375	85095751	+
4867-15	SL003310	P15692	VEGF121	Vascular endothelial growth factor A, isoform 121	7422	VEGFA	P15692	VEGFA	7422	VEGFA	HGNC:12680	VEGFA	ENSG00000112715	VEGFA	protein_coding	6	43737946	43754223	+	43770184	43786487	+
4874-3	SL000003	P03950	Angiogenin	Angiogenin	283	ANG	P03950	ANG	283	ANG	HGNC:483	ANG	ENSG00000214274	ANG	protein_coding	14	21152336	21162345	+	20684177	20698971	+
4876-32	SL000357	P00740	Coagulation Factor IX	Coagulation factor IX	2158	F9	P00740	F9	2158	F9	HGNC:3551	F9	ENSG00000101981	F9	protein_coding	X	138612895	138645617	+	139530739	139563459	+
4878-3	SL000360	P00742	Coagulation Factor X	Coagulation Factor X	2159	F10	P00742	F10	2159	F10	HGNC:3528	F10	ENSG00000126218	F10	protein_coding	13	113777113	113803843	+	113122799	113149529	+
4880-21	SL007756	Q9UK05	GDF2	Growth/differentiation factor 2	2658	GDF2	Q9UK05	GDF2	2658	GDF2	HGNC:4217	GDF2	ENSG00000263761	GDF2	protein_coding	10	48413092	48416853	-	47322454	47327588	+
4883-56	SL000021	P01308	Insulin	Insulin	3630	INS	P01308	INS	3630	INS	HGNC:6081	INS	ENSG00000254647	INS	protein_coding	11	2181009	2182439	-	2159779	2161221	-
4886-3	SL000516	P80098	MCP-3	C-C motif chemokine 7	6354	CCL7	P80098	CCL7	6354	CCL7	HGNC:10634	CCL7	ENSG00000108688	CCL7	protein_coding	17	32597235	32599261	+	34270221	34272242	+
4889-82	SL009951	O00755	WNT7A	Protein Wnt-7a	7476	WNT7A	O00755	WNT7A	7476	WNT7A	HGNC:12786	WNT7A	ENSG00000154764	WNT7A	protein_coding	3	13860082	13921618	-	13816258	13880071	-
4890-10	SL003461	P01189	ACTH	Corticotropin	5443	POMC	P01189	POMC	5443	POMC	HGNC:9201	POMC	ENSG00000115138	POMC	protein_coding	2	25383722	25391559	-	25160853	25168903	-
4891-50	SL000433	P01275	Glucagon	Glucagon	2641	GCG	P01275	GCG	2641	GCG	HGNC:4191	GCG	ENSG00000115263	GCG	protein_coding	2	162999379	163008914	-	162142882	162152404	-
4900-8	SL000313	P01024	C3a	C3a anaphylatoxin	718	C3	P01024	C3	718	C3	HGNC:1318	C3	ENSG00000125730	C3	protein_coding	19	6677846	6720662	-	6677704	6730562	-
4903-72	SL003657	P63098	Calcineurin	Calcineurin	5534	PPP3R1	NA	PPP3R1	5534	PPP3R1	HGNC:9317	PPP3R1	ENSG00000221823	PPP3R1	protein_coding	2	68405989	68479651	-	68178857	68256237	-
4903-72	SL003657	Q08209	Calcineurin	Calcineurin	5534	PPP3R1	NA	PPP3CA	5530	PPP3CA	HGNC:9314	PPP3CA	ENSG00000138814	PPP3CA	protein_coding	4	101944587	102268628	-	101023409	101348278	-
4904-7	SL003710	P42575	Caspase-2	Caspase-2	835	CASP2	P42575	CASP2	835	CASP2	HGNC:1503	CASP2	ENSG00000106144	CASP2	protein_coding	7	142985308	143004789	+	143288215	143307696	+
4905-63	SL004814	Q14019	Coactosin-like protein	Coactosin-like protein	23406	COTL1	Q14019	COTL1	23406	COTL1	HGNC:18304	COTL1	ENSG00000103187	COTL1	protein_coding	16	84599204	84651669	-	84565596	84618078	-
4906-35	SL000622	P12259	Coagulation Factor V	Coagulation Factor V	2153	F5	P12259	F5	2153	F5	HGNC:3542	F5	ENSG00000198734	F5	protein_coding	1	169481192	169555769	-	169511951	169586588	-
4907-56	SL000022	P02671	D-dimer	D-dimer	2266	FGG	NA	FGA	2243	FGA	HGNC:3661	FGA	ENSG00000171560	FGA	protein_coding	4	155504280	155511897	-	154583126	154590742	-
4907-56	SL000022	P02675	D-dimer	D-dimer	2266	FGG	NA	FGB	2244	FGB	HGNC:3662	FGB	ENSG00000171564	FGB	protein_coding	4	155484132	155493915	+	154563011	154572807	+
4907-56	SL000022	P02679	D-dimer	D-dimer	2266	FGG	NA	FGG	2266	FGG	HGNC:3694	FGG	ENSG00000171557	FGG	protein_coding	4	155525286	155533902	-	154604134	154612967	-
4908-6	SL004482	P17813	Endoglin	Endoglin	2022	ENG	P17813	ENG	2022	ENG	HGNC:3349	ENG	ENSG00000106991	ENG	protein_coding	9	130577291	130617052	-	127811130	127854773	-
4909-68	SL005167	O00214	Galectin-8	Galectin-8	3964	LGALS8	O00214	LGALS8	3964	LGALS8	HGNC:6569	LGALS8	ENSG00000116977	LGALS8	protein_coding	1	236681514	236716279	+	236518000	236552981	+
4910-21	SL004064	P04054	GIB	Phospholipase A2	5319	PLA2G1B	P04054	PLA2G1B	5319	PLA2G1B	HGNC:9030	PLA2G1B	ENSG00000170890	PLA2G1B	protein_coding	12	120759914	120765592	-	120322115	120327779	-
4911-49	SL003643	P09211	Glutathione S-transferase Pi	Glutathione S-transferase P	2950	GSTP1	P09211	GSTP1	2950	GSTP1	HGNC:4638	GSTP1	ENSG00000084207	GSTP1	protein_coding	11	67351066	67354124	+	67583742	67586656	+
4912-17	SL000280	P17174	GOT1	Aspartate aminotransferase, cytoplasmic	2805	GOT1	P17174	GOT1	2805	GOT1	HGNC:4432	GOT1	ENSG00000120053	GOT1	protein_coding	10	101156627	101190530	-	99396870	99430624	-
4913-78	SL003300	O15467	HCC-4	C-C motif chemokine 16	6360	CCL16	O15467	CCL16	6360	CCL16	HGNC:10614	CCL16	ENSG00000275152	CCL16	protein_coding	17	34303535	34308523	-	35976493	35981497	-
4914-10	SL001766	P01215	HCG	Human Chorionic Gonadotropin	94027	CGB7	NA	CGA	1081	CGA	HGNC:1885	CGA	ENSG00000135346	CGA	protein_coding	6	87795216	87804865	-	87085498	87095106	-
4914-10	SL001766	P0DN86	HCG	Human Chorionic Gonadotropin	94027	CGB7	NA	CGB8	93659	CGB5	HGNC:16452	CGB8	NA	CGB8	protein_coding	19	49547102	49548568	+	49043848	49045311	+
4914-10	SL001766	P0DN87	HCG	Human Chorionic Gonadotropin	94027	CGB7	NA	CGB7	94027	CGB7	HGNC:16451	CGB7	ENSG00000196337	CGB7	protein_coding	19	49557531	49561008	-	49054274	49065076	-
4915-64	SL000836	P68871	Hemoglobin	Hemoglobin	3043	HBB	NA	HBB	3043	HBB	HGNC:4827	HBB	ENSG00000244734	HBB	protein_coding	11	5246696	5248301	-	5225464	5229395	-
4915-64	SL000836	P69905	Hemoglobin	Hemoglobin	3043	HBB	NA	HBA2	3040	HBA2	HGNC:4824	HBA2	NA	HBA2	protein_coding	16	222846	223709	+	172876	173710	+
4916-2	SL000460	P01880	IgD	Immunoglobulin D	3495	IGHD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4917-62	SL003182	P06756	Integrin aVb5	Integrin alpha-V: beta-5 complex	3693	ITGB5	NA	ITGAV	3685	ITGAV	HGNC:6150	ITGAV	ENSG00000138448	ITGAV	protein_coding	2	187454790	187545629	+	186590010	186680901	+
4917-62	SL003182	P18084	Integrin aVb5	Integrin alpha-V: beta-5 complex	3693	ITGB5	NA	ITGB5	3693	ITGB5	HGNC:6160	ITGB5	ENSG00000082781	ITGB5	protein_coding	3	124481795	124606144	-	124761948	124901418	-
4918-21	SL017189	P01042	Kininogen, HMW	Kininogen-1	3827	KNG1	P01042	KNG1	3827	KNG1	HGNC:6383	KNG1	ENSG00000113889	KNG1	protein_coding	3	186435098	186462199	+	186717348	186744410	+
4920-10	SL000510	P61626	Lysozyme	Lysozyme C	4069	LYZ	P61626	LYZ	4069	LYZ	HGNC:6740	LYZ	ENSG00000090382	LYZ	protein_coding	12	69742134	69748013	+	69348381	69354234	+
4922-13	SL003189	Q99731	MIP-3b	C-C motif chemokine 19	6363	CCL19	Q99731	CCL19	6363	CCL19	HGNC:10617	CCL19	ENSG00000172724	CCL19	protein_coding	9	34689567	34691274	-	34689570	34691276	-
4923-79	SL005201	P03971	MIS	Muellerian-inhibiting factor	268	AMH	P03971	AMH	268	AMH	HGNC:464	AMH	ENSG00000104899	AMH	protein_coding	19	2249113	2252072	+	2249309	2252073	+
