UNIPROT	Target	TargetFullName	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
Q96SB3	PPP1R9B	Neurabin-2	Q96SB3	PPP1R9B	84687	PPP1R9B	HGNC:9298	PPP1R9B	ENSG00000108819	PPP1R9B	protein_coding	17	48211101	48227877	-	50133737	50150677	-
Q96SB8	SMC6	Structural maintenance of chromosomes protein 6	Q96SB8	SMC6	79677	SMC6	HGNC:20466	SMC6	ENSG00000163029	SMC6	protein_coding	2	17845079	17981462	-	17663812	17800195	-
Q96SD1	DCLRE1C	Protein artemis	Q96SD1	DCLRE1C	64421	DCLRE1C	HGNC:17642	DCLRE1C	ENSG00000152457	DCLRE1C	protein_coding	10	14940228	15063862	-	14897359	14954432	-
Q96SM3	CPXM1	Probable carboxypeptidase X1	Q96SM3	CPXM1	56265	CPXM1	HGNC:15771	CPXM1	ENSG00000088882	CPXM1	protein_coding	20	2774715	2781292	-	2794074	2800627	-
Q96ST8	CEP89	Centrosomal protein of 89 kDa	Q96ST8	CEP89	84902	CEP89	HGNC:25907	CEP89	ENSG00000121289	CEP89	protein_coding	19	33369904	33462869	-	32875925	32971991	-
Q96T17	MAP7D2	MAP7 domain-containing protein 2	Q96T17	MAP7D2	256714	MAP7D2	HGNC:25899	MAP7D2	ENSG00000184368	MAP7D2	protein_coding	X	20024831	20135114	-	20006713	20116907	-
Q96T25	ZIC5	Zinc finger protein ZIC 5	Q96T25	ZIC5	85416	ZIC5	HGNC:20322	ZIC5	ENSG00000139800	ZIC5	protein_coding	13	100615275	100624178	-	99962964	99971767	-
Q96T58	SPEN	Msx2-interacting protein	Q96T58	SPEN	23013	SPEN	HGNC:17575	SPEN	ENSG00000065526	SPEN	protein_coding	1	16174359	16266950	+	15836095	15940456	+
Q96T60	PNKP	Bifunctional polynucleotide phosphatase/kinase	Q96T60	PNKP	11284	PNKP	HGNC:9154	PNKP	ENSG00000039650	PNKP	protein_coding	19	50364460	50370822	-	49860099	49878351	-
Q96T91	GPHA2	Glycoprotein hormone alpha-2	Q96T91	GPHA2	170589	GPHA2	HGNC:18054	GPHA2	ENSG00000149735	GPHA2	protein_coding	11	64701943	64703360	-	64934471	64935893	-
Q96T92	INSM2	Insulinoma-associated protein 2	Q96T92	INSM2	84684	INSM2	HGNC:17539	INSM2	ENSG00000168348	INSM2	protein_coding	14	36003248	36006260	+	35534164	35537054	+
Q96TA1	NIBAN2	Protein Niban 2	Q96TA1	NIBAN2	64855	NIBAN2	HGNC:25282	NIBAN2	ENSG00000136830	NIBAN2	protein_coding	9	130267618	130341268	-	127505339	127578989	-
Q99062	CSF3R	Granulocyte colony-stimulating factor receptor	Q99062	CSF3R	1441	CSF3R	HGNC:2439	CSF3R	ENSG00000119535	CSF3R	protein_coding	1	36931644	36948915	-	36466043	36483278	-
Q99075	HBEGF	Proheparin-binding EGF-like growth factor	Q99075	HBEGF	1839	HBEGF	HGNC:3059	HBEGF	ENSG00000113070	HBEGF	protein_coding	5	139712428	139726188	-	140332843	140346603	-
Q99218	AMELY	Amelogenin, Y isoform	Q99218	AMELY	266	AMELY	HGNC:462	AMELY	ENSG00000099721	AMELY	protein_coding	Y	6733959	6742068	-	6865918	6911752	-
Q99250	SCN2A	Sodium channel protein type 2 subunit alpha	Q99250	SCN2A	6326	SCN2A	HGNC:10588	SCN2A	ENSG00000136531	SCN2A	protein_coding	2	166095912	166248820	+	165239372	165392310	+
Q99259	GAD1	Glutamate decarboxylase 1	Q99259	GAD1	2571	GAD1	HGNC:4092	GAD1	ENSG00000128683	GAD1	protein_coding	2	171673200	171717659	+	170813213	170861151	+
Q99418	CYTH2	Cytohesin-2	Q99418	CYTH2	9266	CYTH2	HGNC:9502	CYTH2	ENSG00000105443	CYTH2	protein_coding	19	48972465	48985571	+	48465837	48482314	+
Q99426	TBCB	Tubulin-folding cofactor B	Q99426	TBCB	1155	TBCB	HGNC:1989	TBCB	ENSG00000105254	TBCB	protein_coding	19	36605888	36616849	+	36115439	36125947	+
Q99435	NELL2	Protein kinase C-binding protein NELL2	Q99435	NELL2	4753	NELL2	HGNC:7751	NELL2	ENSG00000184613	NELL2	protein_coding	12	44902058	45307711	-	44508275	44921848	-
Q99439	CNN2	Calponin-2	Q99439	CNN2	1265	CNN2	HGNC:2156	CNN2	ENSG00000064666	CNN2	protein_coding	19	1026298	1039064	+	1026586	1039068	+
Q99447	PCYT2	Ethanolamine-phosphate cytidylyltransferase	Q99447	PCYT2	5833	PCYT2	HGNC:8756	PCYT2	ENSG00000185813	PCYT2	protein_coding	17	79860777	79869340	-	81900958	81911432	-
Q99456	KRT12	Keratin, type I cytoskeletal 12	Q99456	KRT12	3859	KRT12	HGNC:6414	KRT12	ENSG00000187242	KRT12	protein_coding	17	39017430	39023462	-	40861303	40867223	-
Q99460	PSMD1	26S proteasome non-ATPase regulatory subunit 1	Q99460	PSMD1	5707	PSMD1	HGNC:9554	PSMD1	ENSG00000173692	PSMD1	protein_coding	2	231921578	232037540	+	231056845	231173116	+
Q99469	STAC	SH3 and cysteine-rich domain-containing protein	Q99469	STAC	6769	STAC	HGNC:11353	STAC	ENSG00000144681	STAC	protein_coding	3	36422097	36589496	+	36380503	36548007	+
Q99470	SDF2	Stromal cell-derived factor 2	Q99470	SDF2	6388	SDF2	HGNC:10675	SDF2	ENSG00000132581	SDF2	protein_coding	17	26975374	26989207	-	28648346	28662189	-
Q99487	PAFAH2	Platelet-activating factor acetylhydrolase 2, cytoplasmic	Q99487	PAFAH2	5051	PAFAH2	HGNC:8579	PAFAH2	ENSG00000158006	PAFAH2	protein_coding	1	26286258	26324648	-	25959767	25998117	-
Q99497	PARK7	Parkinson disease protein 7	Q99497	PARK7	11315	PARK7	HGNC:16369	PARK7	ENSG00000116288	PARK7	protein_coding	1	8021714	8045342	+	7954291	7985505	+
Q99501	GAS2L1	GAS2-like protein 1	A0A384P5D0	GAS2L1	10634	GAS2L1	HGNC:16955	NA	NA	GAS2L1	protein_coding	22	29702997	29708774	+	29306618	29312787	+
Q99523	SORT1	Sortilin	Q99523	SORT1	6272	SORT1	HGNC:11186	SORT1	ENSG00000134243	SORT1	protein_coding	1	109852188	109940563	-	109309568	109397918	-
Q99536	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	Q99536	VAT1	10493	VAT1	HGNC:16919	VAT1	ENSG00000108828	VAT1	protein_coding	17	41166622	41174459	-	43014607	43025123	-
Q99538	LGMN	Legumain	Q99538	LGMN	5641	LGMN	HGNC:9472	LGMN	ENSG00000100600	LGMN	protein_coding	14	93170152	93215047	-	92703807	92748679	-
Q99547	MPHOSPH6	M-phase phosphoprotein 6	Q99547	MPHOSPH6	10200	MPHOSPH6	HGNC:7214	MPHOSPH6	ENSG00000135698	MPHOSPH6	protein_coding	16	82181767	82203829	-	82147798	82170224	-
Q99549	MPHOSPH8	M-phase phosphoprotein 8	Q99549	MPHOSPH8	54737	MPHOSPH8	HGNC:29810	MPHOSPH8	ENSG00000196199	MPHOSPH8	protein_coding	13	20207788	20247599	+	19633659	19673441	+
Q99550	MPHOSPH9	M-phase phosphoprotein 9	Q99550	MPHOSPH9	10198	MPHOSPH9	HGNC:7215	MPHOSPH9	ENSG00000051825	MPHOSPH9	protein_coding	12	123640946	123717658	-	123152320	123244014	-
Q99574	SERPINI1	Neuroserpin	Q99574	SERPINI1	5274	SERPINI1	HGNC:8943	SERPINI1	ENSG00000163536	SERPINI1	protein_coding	3	167453432	167543357	+	167735243	167825569	+
Q99576	TSC22D3	TSC22 domain family protein 3	Q99576	TSC22D3	1831	TSC22D3	HGNC:3051	TSC22D3	ENSG00000157514	TSC22D3	protein_coding	X	106956452	107019202	-	107713221	107777342	-
Q99583	MNT	Max-binding protein MNT	Q99583	MNT	4335	MNT	HGNC:7188	MNT	ENSG00000070444	MNT	protein_coding	17	2287354	2304258	-	2384073	2401104	-
Q99584	S100A13	Protein S100-A13	Q99584	S100A13	6284	S100A13	HGNC:10490	S100A13	ENSG00000189171	S100A13	protein_coding	1	153591276	153606568	-	153618787	153634397	-
Q99590	SCAF11	Protein SCAF11	Q99590	SCAF11	9169	SCAF11	HGNC:10784	SCAF11	ENSG00000139218	SCAF11	protein_coding	12	46312914	46385903	-	45919131	45992120	-
Q99592	ZBTB18	Zinc finger and BTB domain-containing protein 18	Q99592	ZBTB18	10472	ZBTB18	HGNC:13030	ZBTB18	ENSG00000179456	ZBTB18	protein_coding	1	244212241	244220780	+	244048547	244057476	+
Q99598	TSNAX	Translin-associated protein X	Q99598	TSNAX	7257	TSNAX	HGNC:12380	TSNAX	ENSG00000116918	TSNAX	protein_coding	1	231664399	231702269	+	231528669	231566524	+
Q99614	TTC1	Tetratricopeptide repeat protein 1	Q99614	TTC1	7265	TTC1	HGNC:12391	TTC1	ENSG00000113312	TTC1	protein_coding	5	159436180	159492550	+	160009113	160065543	+
Q99615	DNAJC7	DnaJ homolog subfamily C member 7	Q99615	DNAJC7	7266	DNAJC7	HGNC:12392	DNAJC7	ENSG00000168259	DNAJC7	protein_coding	17	40128439	40169715	-	41976421	42021376	-
Q99616	CCL13	C-C motif chemokine 13	Q99616	CCL13	6357	CCL13	HGNC:10611	CCL13	ENSG00000181374	CCL13	protein_coding	17	32683471	32685629	+	34356480	34358610	+
Q99618	CDCA3	Cell division cycle-associated protein 3	Q99618	CDCA3	83461	CDCA3	HGNC:14624	CDCA3	ENSG00000111665	CDCA3	protein_coding	12	6953963	6960456	-	6844793	6851292	-
Q99650	OSMR	Oncostatin-M-specific receptor subunit beta	Q99650	OSMR	9180	OSMR	HGNC:8507	OSMR	ENSG00000145623	OSMR	protein_coding	5	38845960	38935743	+	38845858	38945596	+
Q99653	CHP1	Calcineurin B homologous protein 1	Q99653	CHP1	11261	CHP1	HGNC:17433	CHP1	ENSG00000187446	CHP1	protein_coding	15	41523437	41574083	+	41230839	41281887	+
Q99661	KIF2C	Kinesin-like protein KIF2C	Q99661	KIF2C	11004	KIF2C	HGNC:6393	KIF2C	ENSG00000142945	KIF2C	protein_coding	1	45205490	45233438	+	44739818	44767767	+
Q99665	IL12RB2	Interleukin-12 receptor subunit beta-2	Q99665	IL12RB2	3595	IL12RB2	HGNC:5972	IL12RB2	ENSG00000081985	IL12RB2	protein_coding	1	67773047	67862583	+	67307364	67398724	+
Q99674	CGREF1	Cell growth regulator with EF hand domain protein 1	Q99674	CGREF1	10669	CGREF1	HGNC:16962	CGREF1	ENSG00000138028	CGREF1	protein_coding	2	27322221	27341995	-	27098889	27119128	-
Q99683	MAP3K5	Mitogen-activated protein kinase kinase kinase 5	Q99683	MAP3K5	4217	MAP3K5	HGNC:6857	MAP3K5	ENSG00000197442	MAP3K5	protein_coding	6	136878187	137113656	-	136557046	136793097	-
Q99685	MGLL	Monoglyceride lipase	Q99685	MGLL	11343	MGLL	HGNC:17038	MGLL	ENSG00000074416	MGLL	protein_coding	3	127407905	127542093	-	127689062	128052190	-
Q99687	MEIS3	Homeobox protein Meis3	Q99687	MEIS3	56917	MEIS3	HGNC:29537	MEIS3	ENSG00000105419	MEIS3	protein_coding	19	47906375	47922785	-	47403124	47419527	-
Q99700	ATXN2	Ataxin-2	Q99700	ATXN2	6311	ATXN2	HGNC:10555	ATXN2	ENSG00000204842	ATXN2	protein_coding	12	111890018	112037480	-	111443485	111599676	-
Q99704	DOK1	Docking protein 1	Q99704	DOK1	1796	DOK1	HGNC:2990	DOK1	ENSG00000115325	DOK1	protein_coding	2	74776147	74784678	+	74549026	74557551	+
Q99707	MTR	Methionine synthase	Q99707	MTR	4548	MTR	HGNC:7468	MTR	ENSG00000116984	MTR	protein_coding	1	236958581	237067281	+	236795260	236913424	+
Q99708	RBBP8	DNA endonuclease RBBP8	Q99708	RBBP8	5932	RBBP8	HGNC:9891	RBBP8	ENSG00000101773	RBBP8	protein_coding	18	20513295	20606449	+	22798261	23026488	+
Q99717	SMAD5	Mothers against decapentaplegic homolog 5	Q99717	SMAD5	4090	SMAD5	HGNC:6771	SMAD5	ENSG00000113658	SMAD5	protein_coding	5	135468536	135518422	+	136132845	136188747	+
Q99727	TIMP4	Metalloproteinase inhibitor 4	Q99727	TIMP4	7079	TIMP4	HGNC:11823	TIMP4	ENSG00000157150	TIMP4	protein_coding	3	12194568	12200851	-	12153068	12158912	-
Q99731	CCL19	C-C motif chemokine 19	Q99731	CCL19	6363	CCL19	HGNC:10617	CCL19	ENSG00000172724	CCL19	protein_coding	9	34689567	34691274	-	34689570	34691276	-
Q99733	NAP1L4	Nucleosome assembly protein 1-like 4	Q99733	NAP1L4	4676	NAP1L4	HGNC:7640	NAP1L4	ENSG00000205531	NAP1L4	protein_coding	11	2965660	3013607	-	2944431	2992377	-
Q99748	NRTN	Neurturin	Q99748	NRTN	4902	NRTN	HGNC:8007	NRTN	ENSG00000171119	NRTN	protein_coding	19	5823818	5828335	+	5805067	5828324	+
Q99759	MAP3K3	Mitogen-activated protein kinase kinase kinase 3	Q99759	MAP3K3	4215	MAP3K3	HGNC:6855	MAP3K3	ENSG00000198909	MAP3K3	protein_coding	17	61699775	61773670	+	63622415	63696305	+
Q99795	GPA33	Cell surface A33 antigen	Q99795	GPA33	10223	GPA33	HGNC:4445	GPA33	ENSG00000143167	GPA33	protein_coding	1	167022082	167059868	-	167052836	167166479	-
Q99807	COQ7	5-demethoxyubiquinone hydroxylase, mitochondrial	Q99807	COQ7	10229	COQ7	HGNC:2244	COQ7	ENSG00000167186	COQ7	protein_coding	16	19078917	19091417	+	19067614	19080095	+
Q99814	EPAS1	Endothelial PAS domain-containing protein 1	Q99814	EPAS1	2034	EPAS1	HGNC:3374	EPAS1	ENSG00000116016	EPAS1	protein_coding	2	46524541	46613842	+	46293667	46386697	+
Q99856	ARID3A	AT-rich interactive domain-containing protein 3A	Q99856	ARID3A	1820	ARID3A	HGNC:3031	ARID3A	ENSG00000116017	ARID3A	protein_coding	19	926037	972803	+	925781	975939	+
Q99895	CTRC	Chymotrypsin-C	Q99895	CTRC	11330	CTRC	HGNC:2523	CTRC	ENSG00000162438	CTRC	protein_coding	1	15764938	15773153	+	15438442	15449242	+
Q99929	ASCL2	Achaete-scute homolog 2	Q99929	ASCL2	430	ASCL2	HGNC:739	ASCL2	ENSG00000183734	ASCL2	protein_coding	11	2289728	2292182	-	2268498	2270588	-
Q99932	SPAG8	Sperm-associated antigen 8	Q99932	SPAG8	26206	SPAG8	HGNC:14105	SPAG8	ENSG00000137098	SPAG8	protein_coding	9	35807782	35812259	-	35808045	35812272	-
Q99942	RNF5	E3 ubiquitin-protein ligase RNF5	Q99942	RNF5	6048	RNF5	HGNC:10068	RNF5	ENSG00000204308	RNF5	protein_coding	6	32146162	32151930	+	32178405	32180793	+
Q99961	SH3GL1	Endophilin-A2	Q99961	SH3GL1	6455	SH3GL1	HGNC:10830	SH3GL1	ENSG00000141985	SH3GL1	protein_coding	19	4360364	4400565	-	4360370	4400547	-
Q99963	SH3GL3	Endophilin-A3	Q99963	SH3GL3	6457	SH3GL3	HGNC:10832	SH3GL3	ENSG00000140600	SH3GL3	protein_coding	15	84116091	84287493	+	83447228	83618743	+
Q99969	RARRES2	Retinoic acid receptor responder protein 2	Q99969	RARRES2	5919	RARRES2	HGNC:9868	RARRES2	ENSG00000106538	RARRES2	protein_coding	7	150035407	150038763	-	150338317	150341662	-
Q99972	MYOC	Myocilin	Q99972	MYOC	4653	MYOC	HGNC:7610	MYOC	ENSG00000034971	MYOC	protein_coding	1	171604557	171621823	-	171635417	171652688	-
Q99983	OMD	Osteomodulin	Q99983	OMD	4958	OMD	HGNC:8134	OMD	ENSG00000127083	OMD	protein_coding	9	95176527	95186836	-	92412380	92424471	-
Q99986	VRK1	Serine/threonine-protein kinase VRK1	Q99986	VRK1	7443	VRK1	HGNC:12718	VRK1	ENSG00000100749	VRK1	protein_coding	14	97263684	97347951	+	96797304	96954846	+
Q99988	GDF15	Growth/differentiation factor 15	Q99988	GDF15	9518	GDF15	HGNC:30142	GDF15	ENSG00000130513	GDF15	protein_coding	19	18496968	18499986	+	18374731	18389176	+
Q9BPX1	HSD17B14	17-beta-hydroxysteroid dehydrogenase 14	Q9BPX1	HSD17B14	51171	HSD17B14	HGNC:23238	HSD17B14	ENSG00000087076	HSD17B14	protein_coding	19	49316274	49339934	-	48813018	48836510	-
Q9BPX3	NCAPG	Condensin complex subunit 3	Q9BPX3	NCAPG	64151	NCAPG	HGNC:24304	NCAPG	ENSG00000109805	NCAPG	protein_coding	4	17812436	17846487	+	17810979	17844865	+
Q9BPX7	C7orf25	UPF0415 protein C7orf25	Q9BPX7	C7orf25	79020	C7orf25	HGNC:21703	C7orf25	ENSG00000136197	C7orf25	protein_coding	7	42948872	42971805	-	42909273	42932202	-
Q9BPZ7	MAPKAP1	Target of rapamycin complex 2 subunit MAPKAP1	Q9BPZ7	MAPKAP1	79109	MAPKAP1	HGNC:18752	MAPKAP1	ENSG00000119487	MAPKAP1	protein_coding	9	128199673	128469513	-	125437393	125707234	-
Q9BQ51	PDCD1LG2	Programmed cell death 1 ligand 2	Q9BQ51	PDCD1LG2	80380	PDCD1LG2	HGNC:18731	PDCD1LG2	ENSG00000197646	PDCD1LG2	protein_coding	9	5510545	5571282	+	5510531	5571282	+
Q9BQ70	TCF25	Transcription factor 25	Q9BQ70	TCF25	22980	TCF25	HGNC:29181	TCF25	ENSG00000141002	TCF25	protein_coding	16	89939994	89977792	+	89873570	89913627	+
Q9BQ95	ECSIT	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	Q9BQ95	ECSIT	51295	ECSIT	HGNC:29548	ECSIT	ENSG00000130159	ECSIT	protein_coding	19	11616731	11639987	-	11505929	11529172	-
Q9BQA1	WDR77	Methylosome protein 50	Q9BQA1	WDR77	79084	WDR77	HGNC:29652	WDR77	ENSG00000116455	WDR77	protein_coding	1	111982512	111991830	-	111439890	111449256	-
Q9BQB4	SOST	Sclerostin	Q9BQB4	SOST	50964	SOST	HGNC:13771	SOST	ENSG00000167941	SOST	protein_coding	17	41831099	41836156	-	43753738	43758791	-
Q9BQD3	KXD1	KxDL motif-containing protein 1	Q9BQD3	KXD1	79036	KXD1	HGNC:28420	KXD1	ENSG00000105700	KXD1	protein_coding	19	18668572	18680197	+	18557762	18569387	+
Q9BQE3	TUBA1C	Tubulin alpha-1C chain	Q9BQE3	TUBA1C	84790	TUBA1C	HGNC:20768	TUBA1C	ENSG00000167553	TUBA1C	protein_coding	12	49621709	49667113	+	49208546	49274600	+
Q9BQE9	BCL7B	B-cell CLL/lymphoma 7 protein family member B	Q9BQE9	BCL7B	9275	BCL7B	HGNC:1005	BCL7B	ENSG00000106635	BCL7B	protein_coding	7	72950683	72972065	-	73536356	73557690	-
Q9BQI0	AIF1L	Allograft inflammatory factor 1-like	Q9BQI0	AIF1L	83543	AIF1L	HGNC:28904	AIF1L	ENSG00000126878	AIF1L	protein_coding	9	133971863	133998539	+	131096476	131123152	+
Q9BQI3	EIF2AK1	Eukaryotic translation initiation factor 2-alpha kinase 1	Q9BQI3	EIF2AK1	27102	EIF2AK1	HGNC:24921	EIF2AK1	ENSG00000086232	EIF2AK1	protein_coding	7	6061878	6098860	-	6022247	6059175	-
Q9BQN1	FAM83C	Protein FAM83C	Q9BQN1	FAM83C	128876	FAM83C	HGNC:16121	FAM83C	ENSG00000125998	FAM83C	protein_coding	20	33873534	33880225	-	35285731	35292425	-
Q9BQP9	BPIFA3	BPI fold-containing family A member 3	Q9BQP9	BPIFA3	128861	BPIFA3	HGNC:16204	BPIFA3	ENSG00000131059	BPIFA3	protein_coding	20	31805135	31815559	+	33217310	33227806	+
Q9BQR3	PRSS27	Serine protease 27	Q9BQR3	PRSS27	83886	PRSS27	HGNC:15475	PRSS27	ENSG00000172382	PRSS27	protein_coding	16	2762423	2770552	-	2712419	2720551	-
Q9BQS7	HEPH	Hephaestin	Q9BQS7	HEPH	9843	HEPH	HGNC:4866	HEPH	ENSG00000089472	HEPH	protein_coding	X	65382433	65487230	+	66162671	66268867	+
Q9BQS8	FYCO1	FYVE and coiled-coil domain-containing protein 1	Q9BQS8	FYCO1	79443	FYCO1	HGNC:14673	FYCO1	ENSG00000163820	FYCO1	protein_coding	3	45959391	46037316	-	45917903	45995824	-
Q9BQT9	CLSTN3	Calsyntenin-3	Q9BQT9	CLSTN3	9746	CLSTN3	HGNC:18371	CLSTN3	ENSG00000139182	CLSTN3	protein_coding	12	7282967	7311530	+	7129698	7158945	+
Q9BRC7	PLCD4	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4	Q9BRC7	PLCD4	84812	PLCD4	HGNC:9062	PLCD4	ENSG00000115556	PLCD4	protein_coding	2	219472488	219501909	+	218607855	218637184	+
Q9BRF8	CPPED1	Serine/threonine-protein phosphatase CPPED1	Q9BRF8	CPPED1	55313	CPPED1	HGNC:25632	CPPED1	ENSG00000103381	CPPED1	protein_coding	16	12753656	12897744	-	12659799	12803887	-
Q9BRJ6	C7orf50	Uncharacterized protein C7orf50	NA	NA	NA	NA	NA	NA	ENSG00000146540	NA	NA	7	NA	NA	NA	NA	NA	NA
Q9BRP8	PYM1	Partner of Y14 and mago	Q9BRP8	PYM1	84305	PYM1	HGNC:30258	PYM1	ENSG00000170473	PYM1	protein_coding	12	56295197	56321697	-	55901413	55932618	-
Q9BRQ6	CHCHD6	MICOS complex subunit MIC25	Q9BRQ6	CHCHD6	84303	CHCHD6	HGNC:28184	CHCHD6	ENSG00000159685	CHCHD6	protein_coding	3	126423063	126679263	+	126704240	126960420	+
Q9BRR0	ZKSCAN3	Zinc finger protein with KRAB and SCAN domains 3	Q9BRR0	ZKSCAN3	80317	ZKSCAN3	HGNC:13853	ZKSCAN3	ENSG00000189298	ZKSCAN3	protein_coding	6	28317691	28336954	+	28349947	28369172	+
Q9BRR8	GPATCH1	G patch domain-containing protein 1	Q9BRR8	GPATCH1	55094	GPATCH1	HGNC:24658	GPATCH1	ENSG00000076650	GPATCH1	protein_coding	19	33571786	33621318	+	33080899	33130542	+
Q9BRT2	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	Q9BRT2	UQCC2	84300	UQCC2	HGNC:21237	UQCC2	ENSG00000137288	UQCC2	protein_coding	6	33664538	33679528	-	33695349	33711727	-
Q9BRT9	GINS4	DNA replication complex GINS protein SLD5	Q9BRT9	GINS4	84296	GINS4	HGNC:28226	GINS4	ENSG00000147536	GINS4	protein_coding	8	41386725	41402565	+	41529218	41545030	+
Q9BRV8	SIKE1	Suppressor of IKBKE 1	Q9BRV8	SIKE1	80143	SIKE1	HGNC:26119	SIKE1	ENSG00000052723	SIKE1	protein_coding	1	115312105	115323308	-	114769479	114780685	-
Q9BRX2	PELO	Protein pelota homolog	Q9BRX2	PELO	53918	PELO	HGNC:8829	PELO	ENSG00000152684	PELO	protein_coding	5	52083774	52098452	+	52787916	52825210	+
Q9BS26	ERP44	Endoplasmic reticulum resident protein 44	Q9BS26	ERP44	23071	ERP44	HGNC:18311	ERP44	ENSG00000023318	ERP44	protein_coding	9	102741463	102861330	-	99979185	100099052	-
Q9BS31	ZNF649	Zinc finger protein 649	Q9BS31	ZNF649	65251	ZNF649	HGNC:25741	ZNF649	ENSG00000198093	ZNF649	protein_coding	19	52392488	52408305	-	51889235	51905040	-
Q9BS40	LXN	Latexin	Q9BS40	LXN	56925	LXN	HGNC:13347	LXN	ENSG00000079257	LXN	protein_coding	3	158384203	158390482	-	158645822	158672648	-
Q9BSB4	ATG101	Autophagy-related protein 101	Q9BSB4	ATG101	60673	ATG101	HGNC:25679	ATG101	ENSG00000123395	ATG101	protein_coding	12	52463758	52471279	+	52069246	52077495	+
Q9BSD7	NTPCR	Cancer-related nucleoside-triphosphatase	Q9BSD7	NTPCR	84284	NTPCR	HGNC:28204	NTPCR	ENSG00000135778	NTPCR	protein_coding	1	233086370	233114219	+	232950605	232983882	+
Q9BSF0	C2orf88	Small membrane A-kinase anchor protein	Q9BSF0	C2orf88	84281	C2orf88	HGNC:28191	C2orf88	ENSG00000187699	C2orf88	protein_coding	2	191002486	191068210	+	189879627	190203484	+
Q9BSG5	RTBDN	Retbindin	Q9BSG5	RTBDN	83546	RTBDN	HGNC:30310	RTBDN	ENSG00000132026	RTBDN	protein_coding	19	12936291	12946242	-	12825478	12835428	-
Q9BSJ8	ESYT1	Extended synaptotagmin-1	Q9BSJ8	ESYT1	23344	ESYT1	HGNC:29534	ESYT1	ENSG00000139641	ESYT1	protein_coding	12	56521986	56538460	+	56118250	56144674	+
Q9BSL1	UBAC1	Ubiquitin-associated domain-containing protein 1	Q9BSL1	UBAC1	10422	UBAC1	HGNC:30221	UBAC1	ENSG00000130560	UBAC1	protein_coding	9	138824815	138853226	-	135932969	135961373	-
Q9BSU3	NAA11	N-alpha-acetyltransferase 11	Q9BSU3	NAA11	84779	NAA11	HGNC:28125	NAA11	ENSG00000156269	NAA11	protein_coding	4	80238272	80247171	-	79225694	79326061	-
Q9BSW2	CRACR2A	EF-hand calcium-binding domain-containing protein 4B	Q9BSW2	CRACR2A	84766	CRACR2A	HGNC:28657	CRACR2A	ENSG00000130038	CRACR2A	protein_coding	12	3716318	3862366	-	3606633	3764819	-
Q9BT09	CNPY3	Protein canopy homolog 3	Q9BT09	CNPY3	10695	CNPY3	HGNC:11968	CNPY3	ENSG00000137161	CNPY3	protein_coding	6	42896860	42907008	+	42929480	42939294	+
Q9BT73	PSMG3	Proteasome assembly chaperone 3	Q9BT73	PSMG3	84262	PSMG3	HGNC:22420	PSMG3	ENSG00000157778	PSMG3	protein_coding	7	1606970	1609668	-	1567332	1571005	-
Q9BT81	SOX7	Transcription factor SOX-7	Q9BT81	SOX7	83595	SOX7	HGNC:18196	SOX7	ENSG00000171056	SOX7	protein_coding	8	10581278	10697299	-	10723768	10839847	-
Q9BT92	TCHP	Trichoplein keratin filament-binding protein	Q9BT92	TCHP	84260	TCHP	HGNC:28135	TCHP	ENSG00000139437	TCHP	protein_coding	12	110338079	110391074	+	109880676	109953269	+
Q9BTE3	MCMBP	Mini-chromosome maintenance complex-binding protein	Q9BTE3	MCMBP	79892	MCMBP	HGNC:25782	MCMBP	ENSG00000197771	MCMBP	protein_coding	10	121588916	121633140	-	119829404	119892556	-
Q9BTE6	AARSD1	Alanyl-tRNA editing protein Aarsd1	NA	AARSD1	100885850	PTGES3L-AARSD1	HGNC:43946	AARSD1	ENSG00000266967	AARSD1	protein_coding	17	41102543	41132545	-	42950526	42980528	-
Q9BTK6	PAGR1	PAXIP1-associated glutamate-rich protein 1	Q9BTK6	PAGR1	79447	PAGR1	HGNC:28707	PAGR1	ENSG00000280789	PAGR1	protein_coding	16	29827528	29833816	+	29816152	29830627	+
Q9BTL4	IER2	Immediate early response gene 2 protein	Q9BTL4	IER2	9592	IER2	HGNC:28871	IER2	ENSG00000160888	IER2	protein_coding	19	13261282	13265718	+	13150411	13154911	+
Q9BTN0	LRFN3	Leucine-rich repeat and fibronectin type-III domain-containing protein 3	Q9BTN0	LRFN3	79414	LRFN3	HGNC:28370	LRFN3	ENSG00000126243	LRFN3	protein_coding	19	36428022	36436097	+	35935550	35946624	+
Q9BTT0	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	Q9BTT0	ANP32E	81611	ANP32E	HGNC:16673	ANP32E	ENSG00000143401	ANP32E	protein_coding	1	150190717	150208504	-	150218417	150236156	-
Q9BTT6	LRRC1	Leucine-rich repeat-containing protein 1	Q9BTT6	LRRC1	55227	LRRC1	HGNC:14307	LRRC1	ENSG00000137269	LRRC1	protein_coding	6	53659534	53788919	+	53794497	53924125	+
